"Sex","Age","P_ID","Questions","Value"
1,42,905427,"S22","腫物、病気、痛み"
1,61,373595,"S22","危険だ、怖い、大きい"
1,56,717861,"S22","悪い、不快な"
2,50,946392,"S22","怖い、恐れる"
2,48,569566,"S22","邪魔な、悪い、繁殖する"
2,39,801124,"S22","見つかる、悪い"
2,51,995050,"S22","見えないところにも出来る、目にみえてわかる、長年の結果、"
2,29,351007,"S22","疑わしい、重い、蔓延している"
1,28,259939,"S22","隠れる、育つ、醜い"
2,36,899610,"S22","侵食的な、黒い、悪い"
2,41,477799,"S22","むしばむ、痛い、怖い"
2,38,907429,"S22","むしばむ、潜む"
2,35,912597,"S22","不安だ、あやしい"
1,42,568441,"S22","厄介な、難しい"
2,42,388960,"S22","重い、困難な"
1,33,154854,"S22","大きい、増える、できる"
1,45,767491,"S22","怖い、怪しい、払しょくする"
1,41,885899,"S22","とれない、晴れない"
1,38,603972,"S22","悩み、出来物"
1,53,240855,"S22","悪い、醜い、怪しい"
1,49,911774,"S23","進む、上がる"
1,34,989055,"S23","危ない、長い、四角い"
2,46,510088,"S23","段階的な、上昇する、過酷な"
1,26,942353,"S23","上る、積み上げる"
2,40,951476,"S23","ゆっくり、積み重ねる"
1,48,391798,"S23","積み重ね、一つ、重ねる"
1,34,997404,"S23","登る、厳しい、賢い"
1,49,640501,"S23","一歩一歩、学ぶ、着実"
2,50,442542,"S23","上る、進む、努力する"
2,25,799232,"S23","少しずつ、上がる"
1,40,794539,"S23","登る、止まる"
2,26,242293,"S23","踏みしめる、段階的な"
2,54,121823,"S23","一歩ずつ上る、果てしない、体力を必要とする"
2,49,862232,"S23","積み重ねる、努力する"
1,39,608874,"S23","着実な、一定な"
2,31,739412,"S23","上る、下る"
1,39,379334,"S23","少しずつ"
1,33,430960,"S23","慎重に、確実に、硬い"
1,36,252242,"S23","段階的だ、固い"
2,41,470187,"S23","登る、きつい"
1,48,981343,"S23","長い、たいへんである"
2,46,822250,"S23","段階が必要な、着実な、確実な"
2,45,594230,"S23","長い、果てしない"
1,40,420144,"S23","段階的な、積み重なった"
1,34,744887,"S23","積み重ねる、険しい"
2,41,666527,"S23","積み重ね、地道な"
2,34,419888,"S23","上がる、登る、座る"
2,37,171203,"S23","難しい、地道だ、努力する"
2,56,973473,"S23","固い、険しい、困難な"
1,42,905427,"S23","登る、降りる、手段"
1,61,373595,"S23","辛抱だ、急だ、険しい"
1,56,717861,"S23","徐々に、のぼる"
2,50,946392,"S23","耐える、少しずつだ、つらい"
2,48,569566,"S23","発展的な、地道な、前向きな"
2,39,801124,"S23","登る、長い"
2,51,995050,"S23","一歩づつ、昇る、近道のない、"
2,29,351007,"S23","長い、上がっている、終わりのない"
1,28,259939,"S23","登る、続く"
2,36,899610,"S23","段階的な、積み上げる、地道な"
2,41,477799,"S23","長い、上る、確実だ"
2,38,907429,"S23","地道な、遠い、しんどい"
2,35,912597,"S23","困難だ、疲れる"
1,42,568441,"S23","地道な、慎重な"
2,42,388960,"S23","辛い、登る"
1,33,154854,"S23","こつこつと、上がっていく、しんどい"
1,45,767491,"S23","難しい、厳しい、昇る"
1,41,885899,"S23","上る、積み重ねる"
1,38,603972,"S23","積み重ね、勉強"
1,53,240855,"S23","登る、積み上げる、続ける"
1,49,911774,"S24","やんわり、ほのか"
1,34,989055,"S24","寒い、晴れやかな、白い"
2,46,510088,"S24","かすかな、感覚的な、気づかないような"
1,26,942353,"S24","微かな、弱い"
2,40,951476,"S24","穏やか、熱い、"
1,48,391798,"S24","弱い、呼吸、不調"
1,34,997404,"S24","白い、冷たい、暗い"
1,49,640501,"S24","かすかな、春、集中"
2,50,442542,"S24","暖かい、近い、静かな"
2,25,799232,"S24","弱い、やわらかい"
1,40,794539,"S24","のどか、やわらかい"
2,26,242293,"S24","か細い、わずかな"
2,54,121823,"S24","疲れる、温かい、和やかだ"
2,49,862232,"S24","かすかに、繊細な"
1,39,608874,"S24","弱い、心地いい"
2,31,739412,"S24","弱い、薄い"
1,39,379334,"S24","静か、ため息"
1,33,430960,"S24","温い、寂しい、孤独な"
1,36,252242,"S24","弱い、気持ちいい"
2,41,470187,"S24","静かだ、ささやかだ"
1,48,981343,"S24","柔らかい、やさしい"
2,46,822250,"S24","小さな、ほっとする、短い"
2,45,594230,"S24","優しい、滑らかだ"
1,40,420144,"S24","弱い、穏やか"
1,34,744887,"S24","涼しい、爽やか"
2,41,666527,"S24","情緒的な落ち込んだ"
2,34,419888,"S24","吹く、流れる"
2,37,171203,"S24","弱い、心地よい"
2,56,973473,"S24","情けない、だるい"
1,42,905427,"S24","気落ち、ため息、さりげない"
1,61,373595,"S24","ほっとする、柔らかい、優しい"
1,56,717861,"S24","微かな、弱い"
2,50,946392,"S24","静かだ、わずかだ、"
2,48,569566,"S24","柔らかい、温かい、ほのかな"
2,39,801124,"S24","弱弱しい、さりげない"
2,51,995050,"S24","耳を掠める、心地よい、時に甘い、柔らかい"
2,29,351007,"S24","軽い、やさしい、温かい"
1,28,259939,"S24","そよぐ、揺れる"
2,36,899610,"S24","弱い、柔らかい、温かい"
2,41,477799,"S24","けだるい、やさしい、おだやかだ"
2,38,907429,"S24","甘い、心地よい"
2,35,912597,"S24","微かな、穏やかだ"
1,42,568441,"S24","心地よい、暖かい"
2,42,388960,"S24","少ない、簡単な"
1,33,154854,"S24","微妙な、心地よい、気分で変わる"
1,45,767491,"S24","吐く、わずかだ、弱々しい"
1,41,885899,"S24","かすかに、わずかに"
1,38,603972,"S24","柔らかい、心地よい"
1,53,240855,"S24","緩い、落ち着く、鎮まる"
1,49,911774,"S25","おおきい、えらい"
1,34,989055,"S25","巨大な、動かせない、圧倒的な"
2,46,510088,"S25","不動な、ゆるぎない、貴い"
1,26,942353,"S25","広々とした、堂々とした"
2,40,951476,"S25","偉大、大きい"
1,48,391798,"S25","大きい、そびえたつ、唯一"
1,34,997404,"S25","堂々とした、大きい、偉そうな"
1,49,640501,"S25","そびえる、構える、君臨"
2,50,442542,"S25","大きい、どっしりした、動かない"
2,25,799232,"S25","高い、大きい"
1,40,794539,"S25","偉大、座る"
2,26,242293,"S25","厳格な、厳かな"
2,54,121823,"S25","大きい、強い、見守っている"
2,49,862232,"S25","偉大な、荘厳な"
1,39,608874,"S25","偉大な、どっしりした"
2,31,739412,"S25","大きい、偉大だ"
1,39,379334,"S25","反りたつ、大きい"
1,33,430960,"S25","高い、気高い、孤高な"
1,36,252242,"S25","強い、大きい"
2,41,470187,"S25","偉大だ、威圧する"
1,48,981343,"S25","大きい、神々しい"
2,46,822250,"S25","大きい、どっしりした、尊敬できる"
2,45,594230,"S25","不動だ、堂々としている"
1,40,420144,"S25","堂々としている、威風堂々とした"
1,34,744887,"S25","偉大な、大きい"
2,41,666527,"S25","不動的な、信頼"
2,34,419888,"S25","大きい、綺麗"
2,37,171203,"S25","高い、品がある、大きい"
2,56,973473,"S25","大きい、尊大な"
1,42,905427,"S25","大きい、偉い、力強い"
1,61,373595,"S25","不動だ、大きい、強い"
1,56,717861,"S25","壮大な、高い"
2,50,946392,"S25","荘厳だ、偉大だ"
2,48,569566,"S25","孤独な、威厳のある、惹きつける"
2,39,801124,"S25","偉大だ、大きい"
2,51,995050,"S25","どっしり、威厳、包み込む"
2,29,351007,"S25","大きい、立派だ、猛々しい"
1,28,259939,"S25","大きい、偉い、威張る"
2,36,899610,"S25","大きい、圧倒的な、威厳ある"
2,41,477799,"S25","大きい、動かない、偉大だ"
2,38,907429,"S25","重い、高い、堂々とした"
2,35,912597,"S25","大きい、強い"
1,42,568441,"S25","大きい、威厳のある"
2,42,388960,"S25","きらびやかだ、高い"
1,33,154854,"S25","堂々としている、威厳のある、権力のある"
1,45,767491,"S25","高い、厳しい、神々しい"
1,41,885899,"S25","高い、大きい"
1,38,603972,"S25","不動、立ちはだかる"
1,53,240855,"S25","そびえる、高い、強い"
1,49,911774,"S26","とらわれる、拘束する"
1,34,989055,"S26","苦しい、暗い、固い"
2,46,510088,"S26","辛い、きつい、嫌な"
1,26,942353,"S26","課せられた、与えられた"
2,40,951476,"S26","辛い、厳しい、暗い"
1,48,391798,"S26","辛い、不自由、鎖"
1,34,997404,"S26","黒い、暗い、汚い"
1,49,640501,"S26","奴隷、不自由"
2,50,442542,"S26","辛い、苦しい、過酷な"
2,25,799232,"S26","辛い、苦しい、長い"
1,40,794539,"S26","狭い、寒い"
2,26,242293,"S26","閉じる、密室の"
2,54,121823,"S26","閉じ込められる、動けない、暗い"
2,49,862232,"S26","苦しい、忙しい"
1,39,608874,"S26","窮屈な、息苦しい"
2,31,739412,"S26","苦痛だ、しんどい"
1,39,379334,"S26","辛い、苦しい、地獄"
1,33,430960,"S26","苦しい、厳しい、辛い"
1,36,252242,"S26","苦しい、退屈だ"
2,41,470187,"S26","重苦しい、辛い"
1,48,981343,"S26","きつい、つらい"
2,46,822250,"S26","窮屈な、強制的な、暗い"
2,45,594230,"S26","辛い、苦しい"
1,40,420144,"S26","拘束的な、厳しい"
1,34,744887,"S26","きつい、苦しい"
2,41,666527,"S26","閉鎖的な、足かせ"
2,34,419888,"S26","固い、厚い、暗い"
2,37,171203,"S26","終わらない、やめたい"
2,56,973473,"S26","機械的な、空しい、孤独な"
1,42,905427,"S26","罪人、管理、罰"
1,61,373595,"S26","怖い、暗い、恐ろしい"
1,56,717861,"S26","辛い、苦しい"
2,50,946392,"S26","つらい、困難だ、"
2,48,569566,"S26","自由がない、束縛される、息苦しい"
2,39,801124,"S26","辛い、縛られる"
2,51,995050,"S26","がんじがらめ、命令、機械的、逃げられない、逃げたい、脱出したい"
2,29,351007,"S26","重い、窮屈だ、閉じ込めている"
1,28,259939,"S26","縛る、狭い、苦しい"
2,36,899610,"S26","縛られる、不自由な、硬い"
2,41,477799,"S26","逃げられない、いやだ、やりたくない"
2,38,907429,"S26","辛い、きつい、疲れる"
2,35,912597,"S26","苦痛だ、苦労する"
1,42,568441,"S26","不自由な、窮屈な"
2,42,388960,"S26","孤独な、ひそやかだ"
1,33,154854,"S26","自由がない、耐える、閉じ込められて"
1,45,767491,"S26","厳しい、怖い、暗い"
1,41,885899,"S26","辛い、きつい"
1,38,603972,"S26","拘束、労働、辛い"
1,53,240855,"S26","厳しい、苦しい、酷い"
1,49,911774,"S27","色々ある、はぐくむ"
1,34,989055,"S27","華やかな、明るい、儚い"
2,46,510088,"S27","移ろいやすい、うきうきする、変わる"
1,26,942353,"S27","美しい、変わりやすい"
2,40,951476,"S27","変わりやすい、楽しい"
1,48,391798,"S27","情熱、熱い"
1,34,997404,"S27","暖かい、赤い、綺麗な"
1,49,640501,"S27","移り気、想い、一途"
2,50,442542,"S27","変わる、移ろう、とどまらない"
2,25,799232,"S27","移る、変化する、変わる"
1,40,794539,"S27","暖かい、寒い"
2,26,242293,"S27","鮮やかだ、瑞々しい"
2,54,121823,"S27","移り変わる、繰り返す、心地よい"
2,49,862232,"S27","変化する、繰り返す"
1,39,608874,"S27","移り行く、変化しやすい"
2,31,739412,"S27","移り変わる、色々だ"
1,39,379334,"S27","変わりやすい、暖かい、寒い"
1,33,430960,"S27","いとおしい、いとしい、趣がある"
1,36,252242,"S27","美しい、きれいだ"
2,41,470187,"S27","移り変わる、美しい"
1,48,981343,"S27","熱い、急に変わる"
2,46,822250,"S27","変わりやすい、繰り返す、巡ってくる"
2,45,594230,"S27","美しい、移りゆく"
1,40,420144,"S27","変化する、変わりやすい"
1,34,744887,"S27","移ろう、儚い"
2,41,666527,"S27","変化する、面白さ"
2,34,419888,"S27","暑い、変わる、赤い"
2,37,171203,"S27","好き、変化"
2,56,973473,"S27","移ろいやすい、とろけるような"
1,42,905427,"S27","四季、旬、変わり目"
1,61,373595,"S27","変わる、一時的な、終わる"
1,56,717861,"S27","変わる、巡る"
2,50,946392,"S27","うつろう、気まぐれだ"
2,48,569566,"S27","移り変わる、浮き沈みのある、実を結ぶ"
2,39,801124,"S27","変わる、豊かだ"
2,51,995050,"S27","変貌、移ろい、自然に寄り添う"
2,29,351007,"S27","移り変わっている、尊い、大切だ"
1,28,259939,"S27","移ろう、不安定だ"
2,36,899610,"S27","移ろう、変化する、変わる"
2,41,477799,"S27","変わっていく、美しい"
2,38,907429,"S27","移ろう、変わる"
2,35,912597,"S27","変わりやすい、変化する"
1,42,568441,"S27","変わる、面白い"
2,42,388960,"S27","いとしい、大切な"
1,33,154854,"S27","深い、移り変わる、愛おしい"
1,45,767491,"S27","愛おしい、感じる、切ない"
1,41,885899,"S27","変化する、移り変わる"
1,38,603972,"S27","四季、暖かい、"
1,53,240855,"S27","優しい、厳しい、包み込む"
1,49,911774,"S28","とりたてる、少ない"
1,34,989055,"S28","苦しい、重い、面倒な"
2,46,510088,"S28","年々と、積み重なる、大変な"
1,26,942353,"S28","納める、重なる"
2,40,951476,"S28","辛い、大事"
1,48,391798,"S28","納める、積む、払う"
1,34,997404,"S28","黒い、眩しい、光り"
1,49,640501,"S28","税金、不景気、経済"
2,50,442542,"S28","増える、大きい、夢をみる"
2,25,799232,"S28","絶対的、納める、高い"
1,40,794539,"S28","積み重ねる、消える"
2,26,242293,"S28","厳しい、困難な"
2,54,121823,"S28","巡る、増える、規則的だ"
2,49,862232,"S28","課せる、負担する"
1,39,608874,"S28","高い、圧迫した"
2,31,739412,"S28","理不尽だ、いやだ"
1,39,379334,"S28","重い"
1,33,430960,"S28","苦しい、苦い、厳しい"
1,36,252242,"S28","高い、増える"
2,41,470187,"S28","しんどい、辛い"
1,48,981343,"S28","おおきくなる、続く"
2,46,822250,"S28","義務的な、強制的な、逃げられない"
2,45,594230,"S28","多い、膨大だ"
1,40,420144,"S28","重い、辛い、過重な"
1,34,744887,"S28","高い、苦しい"
2,41,666527,"S28","決められた、逆らう事の出来ない"
2,34,419888,"S28","取る、潜む、隠す"
2,37,171203,"S28","嬉しい、時間がかる"
2,56,973473,"S28","惜しい、歯切れの悪い、微々たる"
1,42,905427,"S28","米俵、貧乏、農民"
1,61,373595,"S28","厳しい、大きい、重い"
1,56,717861,"S28","苛酷な、厳しい"
2,50,946392,"S28","おさめる、定期的だ"
2,48,569566,"S28","重い、苦しい、逃れられない"
2,39,801124,"S28","取られる、奪う"
2,51,995050,"S28","取られる、納める、避けれない"
2,29,351007,"S28","わずかだ、安定しない、少ない"
1,28,259939,"S28","来る、納める"
2,36,899610,"S28","規則的な、義務的な、避けようのない"
2,41,477799,"S28","重い、のしかかる、逃げられない"
2,38,907429,"S28","重い、のしかかる"
2,35,912597,"S28","高い、不当だ"
1,42,568441,"S28","重荷だ、苦しい"
2,42,388960,"S28","重い、辛い"
1,33,154854,"S28","収め続ける、厳しい、貢ぐ"
1,45,767491,"S28","厳しい、納める、増える"
1,41,885899,"S28","納める、増える"
1,38,603972,"S28","納める、増、"
1,53,240855,"S28","厳しい、苦しい、高い"
1,49,911774,"S29","神秘的、霊的"
1,34,989055,"S29","赤い、美しい、怖い"
2,46,510088,"S29","赤い、恐ろしい、ぽとりと"
1,26,942353,"S29","綺麗な、美しい"
2,40,951476,"S29","丸い、儚い"
1,48,391798,"S29","花、開く、魂"
1,34,997404,"S29","綺麗な、赤い、美しい"
1,49,640501,"S29","美しい、赤い、日本"
2,50,442542,"S29","重い、存在する、丸い"
2,25,799232,"S29","赤い、美しい"
1,40,794539,"S29","燃える、赤い"
2,26,242293,"S29","丸い、漂う"
2,54,121823,"S29","温かい、美しい、神秘的だ"
2,49,862232,"S29","赤い、不気味な"
1,39,608874,"S29","明るい、はっきりした"
2,31,739412,"S29","はかない、悲しい"
1,39,379334,"S29","消えやすい、儚い"
1,33,430960,"S29","はかない、寂しい、物寂しい"
1,36,252242,"S29","丸い、きれいだ"
2,41,470187,"S29","赤い、暖かい"
1,48,981343,"S29","きれい、珍しい"
2,46,822250,"S29","赤い、大きな、丸い"
2,45,594230,"S29","赤い、明るい"
1,40,420144,"S29","赤い、落ちる、白い"
1,34,744887,"S29","綺麗、儚い"
2,41,666527,"S29","美しさ、明るさ"
2,34,419888,"S29","咲く、光る、赤い"
2,37,171203,"S29","きれい、白い"
2,56,973473,"S29","怖い、生々しい"
1,42,905427,"S29","おどろおどろしい、燃える、怪しい"
1,61,373595,"S29","赤い、目立つ、黄色い"
1,56,717861,"S29","白い、ユラユラと"
2,50,946392,"S29","赤い、情熱的だ"
2,48,569566,"S29","強い、燃えるような、脆い"
2,39,801124,"S29","赤い、丸い"
2,51,995050,"S29","パッと咲いてフッと散る、赤い輝き、儚い"
2,29,351007,"S29","小さい、赤い、ほのかだ"
1,28,259939,"S29","儚い、潰える"
2,36,899610,"S29","丸い、赤い、不気味な"
2,41,477799,"S29","怖い、ぼんやりした"
2,38,907429,"S29","浮かぶ、浮き上がる、光る"
2,35,912597,"S29","不気味だ、熱い"
1,42,568441,"S29","丸い、神秘的な"
2,42,388960,"S29","明るい、穏やかな"
1,33,154854,"S29","浮遊する、浮いている、色味のある"
1,45,767491,"S29","美しい、綺麗、不思議だ"
1,41,885899,"S29","赤い、飛ぶ"
1,38,603972,"S29","赤い、華麗な"
1,53,240855,"S29","儚い、悲しい、美しい"
1,49,911774,"S30","はかる、くらべる"
1,34,989055,"S30","公平な、あやふやな、重要な"
2,46,510088,"S30","公平に、ゆらぐ、中立的な"
1,26,942353,"S30","公平な、裁く"
2,40,951476,"S30","複雑、厳しい、不安定"
1,48,391798,"S30","判断、公平、信憑性"
1,34,997404,"S30","揺れる、清潔、温和な"
1,49,640501,"S30","測る、反則、敵味方"
2,50,442542,"S30","真剣だ、迷っている、考えている"
2,25,799232,"S30","保つ、決める、平等に"
1,40,794539,"S30","傾く、公正"
2,26,242293,"S30","どっちつかずだ、釣り合う、等しい"
2,54,121823,"S30","比べる、測る、正確だ"
2,49,862232,"S30","平等な、公平な"
1,39,608874,"S30","委ねられた、はかられた"
2,31,739412,"S30","平等だ、測る"
1,39,379334,"S30","平等、正確"
1,33,430960,"S30","汚い、黒い、白い"
1,36,252242,"S30","吊り合う、正確だ"
2,41,470187,"S30","量る、上下する"
1,48,981343,"S30","公平である、正しい"
2,46,822250,"S30","平等な、均衡がとれた、公平な"
2,45,594230,"S30","公平だ、平等だ"
1,40,420144,"S30","揺れる、動く"
1,34,744887,"S30","難しい、中立な"
2,41,666527,"S30","揺れ動く、平等な"
2,34,419888,"S30","測る、下がる、置く"
2,37,171203,"S30","平等だ、変化する"
2,56,973473,"S30","公平な、ぶれない"
1,42,905427,"S30","計測、比較、証明"
1,61,373595,"S30","公平だ、公明だ、正しい"
1,56,717861,"S30","選ぶ、どちらかだ"
2,50,946392,"S30","公平だ、等しい"
2,48,569566,"S30","公平な、冷静な、微妙な"
2,39,801124,"S30","傾く、正しい"
2,51,995050,"S30","右へ左へ、上下、"
2,29,351007,"S30","明らかだ、明確だ、揺れている"
1,28,259939,"S30","量る、平等だ"
2,36,899610,"S30","公正な、公平な、厳しい"
2,41,477799,"S30","揺れる、答えがある"
2,38,907429,"S30","公正な、平等な、量る"
2,35,912597,"S30","正確だ、正しい"
1,42,568441,"S30","公正な、平等な"
2,42,388960,"S30","平等な、丁寧な"
1,33,154854,"S30","判定する、偏る、正確に"
1,45,767491,"S30","難しい、判定する、厳しい"
1,41,885899,"S30","はかる、決める"
1,38,603972,"S30","天国、地獄"
1,53,240855,"S30","正しい、良い、気難しい"
1,49,911774,"S31","かたい、かたまる"
1,34,989055,"S31","臭い、汚い、汚れた"
2,46,510088,"S31","動かない、孤独な、黒い"
1,26,942353,"S31","動かない、硬い"
2,40,951476,"S31","黒い、汚い"
1,48,391798,"S31","布、搾る、動かない"
1,34,997404,"S31","汚い、遅い、硬い"
1,49,640501,"S31","固い、乾燥"
2,50,442542,"S31","汚れる、捨てる、繰り返す"
2,25,799232,"S31","のろい、おそい"
1,40,794539,"S31","汚い、止まる"
2,26,242293,"S31","硬い、まだらな"
2,54,121823,"S31","這う、臭い、必要だ"
2,49,862232,"S31","努力する、黙々と"
1,39,608874,"S31","長い、丈夫だ"
2,31,739412,"S31","くさい、匂う"
1,39,379334,"S31","遅い、とろい、"
1,33,430960,"S31","おそい、のろい、むなしい"
1,36,252242,"S31","湿っている、汚れている"
2,41,470187,"S31","堅い、鈍い"
1,48,981343,"S31","汚い、うすい"
2,46,822250,"S31","硬い、汚い、かび臭い"
2,45,594230,"S31","臭い、黒い"
1,40,420144,"S31","ゆっくりと、汚れている"
1,34,744887,"S31","長寿、汚れた"
2,41,666527,"S31","しっかりとした、厚みのある"
2,34,419888,"S31","臭い、固い、遅い"
2,37,171203,"S31","汚い、臭い、水"
2,56,973473,"S31","蒙昧な、つまらない"
1,42,905427,"S31","のろい、小さい、硬い"
1,61,373595,"S31","固い、黒い、汚れた"
1,56,717861,"S31","独特な、地味な"
2,50,946392,"S31","硬い、汚れる"
2,48,569566,"S31","のんびりした、マイペースな、人気の"
2,39,801124,"S31","丈夫だ、固い"
2,51,995050,"S31","のっそり、ひっそり、"
2,29,351007,"S31","暗い、重い、丸い"
1,28,259939,"S31","汚い、かたい"
2,36,899610,"S31","地を這う、冴えない、鈍い"
2,41,477799,"S31","遅い、汚れている"
2,38,907429,"S31","重い、したたる"
2,35,912597,"S31","遅い、丸い"
1,42,568441,"S31","シワシワだ、古めかしい"
2,42,388960,"S31","のろい、休む"
1,33,154854,"S31","長生き、強い、固い"
1,45,767491,"S31","古い、固い、臭い"
1,41,885899,"S31","地味、コツコツと"
1,38,603972,"S31","重い、動、"
1,53,240855,"S31","ざらつく、汚い、くさい"
1,49,911774,"S32","見通せない、見えない"
1,34,989055,"S32","暗い、恐ろしい"
2,46,510088,"S32","しんしんと、消し去れない、先が見えない"
1,26,942353,"S32","見えない、濃い"
2,40,951476,"S32","重い、不安、恐怖"
1,48,391798,"S32","掴めない、見えない"
1,34,997404,"S32","暗い、黒い、焦り"
1,49,640501,"S32","迷い、立ち込める、動揺"
2,50,442542,"S32","苦しい、重い、辛い"
2,25,799232,"S32","濃い、見えない、ぼんやりしている"
1,40,794539,"S32","見えない、立ちはだかる"
2,26,242293,"S32","紛れる、ぼやける"
2,54,121823,"S32","前が見えない、うっとおしい、息苦しい"
2,49,862232,"S32","不透明な、見えづらい"
1,39,608874,"S32","見えない、晴れない"
2,31,739412,"S32","消えない、見づらい"
1,39,379334,"S32","先が見えない、視界が悪い"
1,33,430960,"S32","こわい、寂しい、おそろしい"
1,36,252242,"S32","見えない、暗い"
2,41,470187,"S32","広がる、怖い"
1,48,981343,"S32","わからない、みえない"
2,46,822250,"S32","濃い、見えにくい、怖い"
2,45,594230,"S32","果てしない、尽きることがない"
1,40,420144,"S32","見えない、晴れない"
1,34,744887,"S32","白い、見えない"
2,41,666527,"S32","先が見えない、晴れることの無い"
2,34,419888,"S32","沈む、見えない、黒い"
2,37,171203,"S32","見えない、白い"
2,56,973473,"S32","心もとない、神秘な"
1,42,905427,"S32","見えない、不安、取り囲み"
1,61,373595,"S32","見えない、濃い、怖い"
1,56,717861,"S32","先が見えない、気が滅入る"
2,50,946392,"S32","見えない、飲み込まれる、"
2,48,569566,"S32","先が見えない、孤独な、苦しい"
2,39,801124,"S32","大きい、曖昧だ"
2,51,995050,"S32","飲み込まれる、先が見えない、のしかかる、息苦しい"
2,29,351007,"S32","恐ろしい、不快だ、視界を遮る"
1,28,259939,"S32","迷う、躓く"
2,36,899610,"S32","見えない、寒い、冷たい"
2,41,477799,"S32","見えない、怖い"
2,38,907429,"S32","暗い、怖い"
2,35,912597,"S32","わからない、不安だ"
1,42,568441,"S32","モヤモヤした、先の見えない"
2,42,388960,"S32","濃い、暗い"
1,33,154854,"S32","先が見えない、危険な、いつ晴れるのか"
1,45,767491,"S32","濃い、怖い、憂鬱だ"
1,41,885899,"S32","増す、消えない"
1,38,603972,"S32","霧、霞む、白い"
1,53,240855,"S32","暗い、恐ろしい、見えない"
1,49,911774,"S33","整列する、整う"
1,34,989055,"S33","堅苦しい、四角い、大きい"
2,46,510088,"S33","積み重なる、難しい、難解な"
1,26,942353,"S33","積み重なる、壊れる"
2,40,951476,"S33","硬い、大きい、強い"
1,48,391798,"S33","考え、成立、そびえる"
1,34,997404,"S33","賢い、高い、広い"
1,49,640501,"S33","几帳面、固める"
2,50,442542,"S33","頑固な、動かない、硬い"
2,25,799232,"S33","順番通りに、着実に、道筋"
1,40,794539,"S33","崩れる、作る"
2,26,242293,"S33","山積みだ、構築する"
2,54,121823,"S33","積み上げる、順番がある、しっかり立つ"
2,49,862232,"S33","積み重ねた、計算した"
1,39,608874,"S33","どっしりした、まとまった"
2,31,739412,"S33","高い、うごかない"
1,39,379334,"S33","組み立て、壊れやすい"
1,33,430960,"S33","かたい、おもい、つよい"
1,36,252242,"S33","頑丈だ、硬い"
2,41,470187,"S33","建てる、築く"
1,48,981343,"S33","固い、正しい"
2,46,822250,"S33","誠実な、正確な、綿密な"
2,45,594230,"S33","固い、強固だ"
1,40,420144,"S33","整然とした、積み重ねる"
1,34,744887,"S33","高い、固い"
2,41,666527,"S33","うず高い、コツコツとした"
2,34,419888,"S33","高い、崩れる"
2,37,171203,"S33","堅苦しい、頑丈だ"
2,56,973473,"S33","堅苦しい、無限の"
1,42,905427,"S33","たたずまい、作り物、箱物"
1,61,373595,"S33","強い、強固だ、固い"
1,56,717861,"S33","しっかりしている、緻密な"
2,50,946392,"S33","積み上げる、のぼる、"
2,48,569566,"S33","しっかりした、堅固な、安全な"
2,39,801124,"S33","大きい、積み重ねる"
2,51,995050,"S33","基礎、構造、外壁、屋根、角、崩壊、"
2,29,351007,"S33","強固だ、頑固だ、高い"
1,28,259939,"S33","創る、丈夫だ"
2,36,899610,"S33","積み上げる、硬い、高い"
2,41,477799,"S33","整然とした、積み重ねた"
2,38,907429,"S33","たたずむ、固い"
2,35,912597,"S33","高い、固い"
1,42,568441,"S33","真っ直ぐな、構造物だ"
2,42,388960,"S33","大きい、かたい"
1,33,154854,"S33","まとまっている、順序がある、しっかりとした"
1,45,767491,"S33","考える、難しい、固い"
1,41,885899,"S33","組み立てる、説明する"
1,38,603972,"S33","難しい、積み重ね"
1,53,240855,"S33","組み立てる、堅い、美しい"
1,49,911774,"S34","明るい、進む"
1,34,989055,"S34","儚い、淡い、暖かい"
2,46,510088,"S34","温かい、消えそうな、灯す"
1,26,942353,"S34","わずかな、少しの"
2,40,951476,"S34","明るい、憧れ"
1,48,391798,"S34","暗がり、先に、望"
1,34,997404,"S34","明るい、赤い、綺麗な"
1,49,640501,"S34","かすかな、少ない、孤独"
2,50,442542,"S34","明るい、見える、祈る"
2,25,799232,"S34","小さい、温かい"
1,40,794539,"S34","光る、明るい"
2,26,242293,"S34","照らす、ほのかな"
2,54,121823,"S34","はかない、消えそうだ、燃える"
2,49,862232,"S34","消えそうな、無力な"
1,39,608874,"S34","消えない、明るい"
2,31,739412,"S34","温かい、光る"
1,39,379334,"S34","儚い、明るい"
1,33,430960,"S34","明るい、遠い、険しい"
1,36,252242,"S34","明るい、ポジティブだ"
2,41,470187,"S34","明るい、目立つ"
1,48,981343,"S34","明るい、薄い"
2,46,822250,"S34","儚い、弱々しい、消えそうな"
2,45,594230,"S34","明るい、温かい"
1,40,420144,"S34","明るい、光っている"
1,34,744887,"S34","儚い、明るい"
2,41,666527,"S34","力強さ、普遍的な"
2,34,419888,"S34","灯る、明るい、光る"
2,37,171203,"S34","明るい、高い"
2,56,973473,"S34","明るい、落ち着く、温かい"
1,42,905427,"S34","照らす、明るい、温かい"
1,61,373595,"S34","導く、照らす、安心だ"
1,56,717861,"S34","明るい、暖かい"
2,50,946392,"S34","わずかだ、弱い"
2,48,569566,"S34","細々とした、明るい、必要な"
2,39,801124,"S34","明るい、喜ぶ"
2,51,995050,"S34","ぬくもり、暖かい光、目印"
2,29,351007,"S34","明るい、ふくらませている、小さい"
1,28,259939,"S34","光る、進む"
